,Callsign,Service,Channel,City,State,Country,Facility ID Number (unique to each station),N (North) or S (South) Latitude,Degrees Latitude,Minutes Latitude,Seconds Latitude,W (West) or (E) East Longitude,Degrees Longitude,Minutes Longitude,Seconds Longitude,Licensee or Permittee,long_decimal,lat_decimal
5110,KSJI,FM,216,ST. JOSEPH,MO,US,81962,N,39,44,3.0,W,94,47,24.9,LAKE AREA EDUCATIONAL BROADCASTING FOUNDATION,-94.79025,39.73416666666667
5111,-,FM,216,WEST PLAINS,MO,US,767758,N,36,38,18,W,91,39,37,"COMMUNITY BROASCASTING, INC.",-91.66027777777778,36.638333333333335
5112,W216BA,FX,216,HATTIESBURG,MS,US,84370,N,31,18,26.6,W,89,24,47.2,"PENSACOLA CHRISTIAN COLLEGE, INC",-89.41311111111112,31.30738888888889
5113,WASM,FM,216,NATCHEZ,MS,US,79358,N,31,33,24.6,W,91,23,0.4,AMERICAN FAMILY ASSOCIATION,-91.38344444444445,31.556833333333334
5114,WMSV,FM,216,STARKVILLE,MS,US,43173,N,33,25,56.4,W,88,45,0.2,MISSISSIPPI STATE UNIVERSITY,-88.75005555555556,33.43233333333333
5115,K216DS,FX,216,BROWNING,MT,US,88250,N,48,42,22.9,W,113,5,59.3,"HI-LINE RADIO FELLOWSHIP, INC.",-113.09980555555555,48.706361111111114
5116,K216CH,FX,216,EMIGRANT,MT,US,18315,N,45,35,51.7,W,110,32,46.7,MONTANA STATE UNIVERSITY - BILLINGS,-110.54630555555555,45.59769444444445
5117,K216DC,FX,216,FORSYTH,MT,US,43573,N,46,15,38.9,W,106,40,21.1,MONTANA STATE UNIVERSITY - BILLINGS,-106.67252777777779,46.26080555555556
5118,KODH-LP,FL,216,GARRYOWEN,MT,US,195668,N,45,36,3.1,W,107,28,3.5,"CENTER POLE, INC",-107.46763888888889,45.600861111111115
5119,K216GT,FX,216,GREAT FALLS,MT,US,20825,N,47,27,51.8,W,111,21,21.1,"FAMILY STATIONS, INC.",-111.35586111111111,47.46438888888889
5120,K216GJ,FX,216,HELENA,MT,US,78527,N,46,46,10.7,W,112,1,27.9,CSN INTERNATIONAL,-112.02441666666667,46.769638888888885
5121,KLEU,FM,216,LEWISTOWN,MT,US,92240,N,47,10,39.3,W,109,32,8.2,"HI-LINE RADIO FELLOWSHIP, INC.",-109.53561111111111,47.17758333333333
5122,KMZL,FM,216,MISSOULA,MT,US,78721,N,46,48,8.7,W,113,58,24.4,FAITH COMMUNICATIONS CORP.,-113.97344444444445,46.802416666666666
5123,-,FM,216,WEST GLENDIVE,MT,US,762995,N,47,7,13.6,W,104,28,43.0,MONTANA STATE UNIVERSITY - BILLINGS,-104.4786111111111,47.120444444444445
5124,WZGO,FM,216,AURORA,NC,US,77845,N,35,18,9.6,W,76,33,58.7,"PATHWAY CHRISTIAN ACADEMY, INC.",-76.56630555555556,35.30266666666667
5125,W216BE,FX,216,BUXTON,NC,US,89947,N,35,16,1.6,W,75,32,35.5,"WUNC PUBLIC RADIO, LLC",-75.54319444444444,35.26711111111111
5126,WGXM,FM,216,CALYPSO,NC,US,173569,N,35,12,26.6,W,78,3,19.0,"PATHWAY CHRISTIAN ACADEMY, INC.",-78.05527777777777,35.20738888888889
5127,WYBH,FM,216,FAYETTEVILLE,NC,US,85067,N,35,3,35.6,W,78,59,23.1,"BIBLE BROADCASTING NETWORK, INC.",-78.98975,35.059888888888885
5128,W216BH,FX,216,HENDERSON,NC,US,91388,N,36,21,38.5,W,78,27,15.9,GRACE MISSIONARY BAPTIST CHURCH,-78.45441666666667,36.36069444444445
5129,W216BN,FX,216,RALEIGH,NC,US,92570,N,35,45,5.5,W,78,36,0.0,"RADIO TRAINING NETWORK, INC.",-78.6,35.75152777777778
5130,WVRP,FM,216,ROANOKE RAPIDS,NC,US,85603,N,36,28,8.5,W,77,39,0.9,"LIBERTY UNIVERSITY, INC.",-77.65025,36.46902777777778
5131,WUNW-FM,FM,216,WELCOME,NC,US,172306,N,35,53,1.5,W,80,12,4.2,"WUNC PUBLIC RADIO, LLC",-80.20116666666667,35.88375
5132,K216EE,FX,216,MINOT,ND,US,89597,N,48,16,45.0,W,101,21,12.0,REAL PRESENCE RADIO,-101.35333333333332,48.27916666666667
5133,KTNE-FM,FM,216,ALLIANCE,NE,US,47961,N,41,50,23.8,W,103,3,19.7,NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION,-103.05547222222222,41.83994444444445
5134,KLPR,FM,216,KEARNEY,NE,US,33787,N,40,42,14.7,W,99,5,44.9,"KLPR-FM, UNIVERSITY OF NEBRASKA AT KEARNEY",-99.09580555555556,40.70408333333334
5135,KUCV,FM,216,LINCOLN,NE,US,47966,N,40,31,6.0,W,96,46,7.1,NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION,-96.76863888888889,40.51833333333333
5136,WVNH,FM,216,CONCORD,NH,US,8698,N,43,23,53.6,W,71,25,22.6,"NEW HAMPSHIRE GOSPEL RADIO, INC.",-71.42294444444445,43.39822222222222
5137,WJNH,FM,216,CONWAY,NH,US,171251,N,43,48,31.7,W,71,12,53.4,"NEW HAMPSHIRE GOSPEL RADIO, INC.",-71.21483333333333,43.80880555555555
5138,WFMU,FM,216,EAST ORANGE,NJ,US,3249,N,40,47,19.3,W,74,15,18.5,AURICLE COMMUNICATIONS,-74.2551388888889,40.788694444444445
5139,WFMU,FS,216,EAST ORANGE,NJ,US,3249,N,40,47,19.3,W,74,15,18.5,AURICLE COMMUNICATIONS,-74.2551388888889,40.788694444444445
5140,WWNJ,FM,216,TOMS RIVER TOWNSHIP,NJ,US,41203,N,39,59,49.0,W,74,10,21.0,MERCER COUNTY COMMUNITY COLLEGE,-74.1725,39.996944444444445
5141,K216EA,FX,216,ALAMOGORDO,NM,US,89830,N,32,49,47.3,W,105,53,13.9,CSN INTERNATIONAL,-105.88719444444445,32.82980555555556
5142,KCNM,FM,216,CIMARRON,NM,US,766448,N,36,29,19.8,W,104,52,8.9,LABOR NEIGHBOR RESEARCH & TRAINING CENTER,-104.86913888888888,36.48883333333333
5143,KAQF,FM,216,CLOVIS,NM,US,76096,N,34,26,20.1,W,103,12,39.9,AMERICAN FAMILY ASSOCIATION,-103.21108333333333,34.438916666666664
5144,K216CU,FX,216,CUBA,NM,US,69415,N,36,0,49.1,W,106,50,41.1,REGENTS OF THE UNIVERSITY OF NEW MEXICO,-106.84474999999999,36.01363888888889
5145,-,FM,216,ESPANOLA,NM,US,767644,N,36,05,51.8,W,106,07,19.4,BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE,-106.12205555555555,36.097722222222224
5146,K216GQ,FX,216,ESPANOLA,NM,US,6049,N,35,47,8.1,W,105,46,57.0,"BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE, NM",-105.7825,35.78558333333333
5147,K216GQ,FX,216,ESPANOLA,NM,US,6049,N,35,47,8.1,W,105,46,57.0,"BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE, NM",-105.7825,35.78558333333333
5148,KEZF,FM,216,GRANTS,NM,US,172582,N,35,15,10.0,W,107,35,47.7,"CEDAR COVE BROADCASTING, INC.",-107.59658333333333,35.25277777777778
5149,KEZF,FM,216,GRANTS,NM,US,172582,N,35,7,4.3,W,107,55,26.2,"CEDAR COVE BROADCASTING, INC.",-107.92394444444444,35.11786111111111
5150,KEZF,FM,216,GRANTS,NM,US,172582,N,35,15,10.0,W,107,35,47.7,"CEDAR COVE BROADCASTING, INC.",-107.59658333333333,35.25277777777778
5151,K216AW,FX,216,GRANTS,NM,US,4193,N,35,7,0.1,W,107,54,4.2,"BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE, NM",-107.90116666666667,35.11669444444445
5152,KEDP,FM,216,LAS VEGAS,NM,US,4281,N,35,35,38.4,W,105,13,12.8,BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE,-105.22022222222222,35.594
5153,KEDP,FM,216,LAS VEGAS,NM,US,4281,N,35,35,39.1,W,105,13,17.0,BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE,-105.2213888888889,35.59419444444445
5154,K216DQ,FX,216,"RATON, ETC.",NM,US,87446,N,37,14,17.75,W,104,30,55.49,THE COLORADO COLLEGE,-104.51541388888889,37.23826388888889
5155,K216BJ,FX,216,ROSWELL,NM,US,55507,N,33,23,43.3,W,104,35,19.8,EASTERN NEW MEXICO UNIVERSITY,-104.58883333333333,33.39536111111111
5156,KLCF,FM,216,TRUTH OR CONSEQUENCE,NM,US,175456,N,32,58,4.2,W,107,13,39.0,EDUCATIONAL MEDIA FOUNDATION,-107.2275,32.96783333333334
5157,K216BB,FX,216,"ELKO, ETC.",NV,US,19388,N,40,48,47.5,W,115,41,59.5,FAITH COMMUNICATIONS CORP.,-115.69986111111112,40.81319444444444
5158,KVKL,FM,216,LAS VEGAS,NV,US,88719,N,35,37,40.9,W,115,16,26.9,EDUCATIONAL MEDIA FOUNDATION,-115.27413888888888,35.62802777777778
5159,KVKL-FM1,FB,216,LAS VEGAS,NV,US,203727,N,35,56,44.9,W,115,2,41.0,SOUTHERN NEVADA EDUCATIONAL BROADCASTERS,-115.04472222222222,35.94580555555555
5160,KVKL,FS,216,LAS VEGAS,NV,US,88719,N,35,56,44.9,W,115,2,41.0,EDUCATIONAL MEDIA FOUNDATION,-115.04472222222222,35.94580555555555
5161,K216EV,FX,216,LOGANDALE,NV,US,93131,N,36,41,5.9,W,114,31,11.9,FAITH COMMUNICATIONS CORPORATION,-114.51997222222222,36.68497222222222
5162,WMHU,FM,216,COLD BROOK,NY,US,174468,N,43,8,30.2,W,75,2,20.5,"MARS HILL BROADCASTING CO., INC.",-75.03902777777778,43.14172222222222
5163,WSQE,FM,216,CORNING,NY,US,74030,N,42,6,20.2,W,76,52,15.8,WSKG PUBLIC TELECOMMUNICATIONS COUNCIL,-76.87105555555554,42.10561111111111
5164,WHVP,FM,216,HUDSON,NY,US,60899,N,42,18,28.3,W,73,29,33.4,"SOUND OF LIFE, INC.",-73.49261111111112,42.30786111111111
5165,WTSC-FM,FM,216,POTSDAM,NY,US,11719,N,44,39,45.2,W,75,0,5.7,KNIGHT & DAY INC.,-75.00158333333333,44.66255555555556
5166,W216CG,FX,216,POTTERSVILLE,NY,US,5071,N,43,44,3.2,W,73,48,38.4,"BIBLE BROADCASTING NETWORK, INC.",-73.81066666666666,43.73422222222222
5167,WSPN,FM,216,SARATOGA SPRINGS,NY,US,60538,N,43,5,55.2,W,73,47,8.4,SKIDMORE COLLEGE,-73.78566666666667,43.09866666666667
5168,WRMU-FM,FM,216,ALLIANCE,OH,US,43921,N,40,54,16.2,W,81,6,44.3,THE UNIVERSITY OF MOUNT UNION,-81.11230555555555,40.9045
5169,W216AH,FX,216,ASHLAND,OH,US,2929,N,40,51,14.2,W,82,16,42.6,"SOARING EAGLE PROMOTIONS, INC.",-82.2785,40.853944444444444
5170,WRUW-FM,FM,216,CLEVELAND,OH,US,9255,N,41,31,14.2,W,81,35,2.4,CASE WESTERN RESERVE UNIVERSITY,-81.58399999999999,41.52061111111111
5171,WOSE,FM,216,COSHOCTON,OH,US,66192,N,40,20,30.2,W,81,57,55.4,THE OHIO STATE UNIVERSITY,-81.9653888888889,40.341722222222224
5172,WOSX,FM,216,GRANVILLE,OH,US,16595,N,40,4,16.2,W,82,31,23.5,THE OHIO STATE UNIVERSITY,-82.52319444444444,40.07116666666667
5173,WOSB,FM,216,MARION,OH,US,66193,N,40,41,4.2,W,83,15,23.7,THE OHIO STATE UNIVERSITY,-83.25658333333334,40.6845
5174,W216AU,FX,216,MARTINS FERRY,OH,US,1620,N,40,6,35.2,W,80,43,39.2,AMERICAN FAMILY ASSOCIATION,-80.72755555555555,40.10977777777778
5175,-,FM,216,MOUNT STERLING,OH,US,768211,N,39,34,26,W,83,16,01,VIDA MINISTRY INC.,-83.26694444444445,39.573888888888895
5176,-,FM,216,PEEBLES,OH,US,765640,N,38,56,58.5,W,83,24,30.4,-,-83.40844444444446,38.94958333333333
5177,W216CO,FX,216,SANDUSKY,OH,US,77850,N,41,23,58.0,W,82,39,7.0,"BIBLE BROADCASTING NETWORK, INC.",-82.65194444444445,41.39944444444444
5178,KQPD,FM,216,ARDMORE,OK,US,78925,N,34,11,1.3,W,97,7,24.1,AMERICAN FAMILY ASSOCIATION,-97.12336111111111,34.18369444444444
5179,K216FR,FX,216,CLINTON,OK,US,92560,N,35,31,19.2,W,98,52,21.3,CSN INTERNATIONAL,-98.87258333333332,35.522
5180,KAYC,FM,216,DURANT,OK,US,82203,N,34,1,17.3,W,96,28,18.9,AMERICAN FAMILY ASSOCIATION,-96.47191666666667,34.02147222222222
5181,KKRD,FM,216,ENID,OK,US,19603,N,36,23,57.1,W,97,52,49.2,EDUCATIONAL MEDIA FOUNDATION,-97.88033333333333,36.39919444444445
5182,KJRF,FM,216,LAWTON,OK,US,82987,N,34,41,22.3,W,98,7,35.2,"THE CHRISTIAN CENTER, INC.",-98.12644444444443,34.689527777777776
5183,KJRF,FS,216,LAWTON,OK,US,82987,N,34,35,50.0,W,98,25,28.0,"THE CHRISTIAN CENTER, INC.",-98.42444444444445,34.59722222222222
5184,K216BT,FX,216,"MCALESTER, ETC.",OK,US,14422,N,34,59,13.3,W,95,42,11.0,DAVID INGLES MINISTRIES CHURCH INC.,-95.70305555555557,34.987027777777776
5185,-,FM,216,WYNONA,OK,US,768548,N,36,41,57,W,96,20,07,MINISTERIO ESPIRITU SANTO,-96.33527777777778,36.69916666666666
5186,K216DR,FX,216,CENTRAL POINT,OR,US,88012,N,42,21,11.4,W,122,47,12.1,EDUCATIONAL MEDIA FOUNDATION,-122.78669444444444,42.35316666666667
5187,K216EH,FX,216,COLTON,OR,US,91971,N,45,7,51.4,W,122,17,32.2,CSN INTERNATIONAL,-122.29227777777777,45.130944444444445
5188,-,FM,216,COVE,OR,US,763201,N,45,18,33.9,W,117,44,00.6,WALLA WALLA UNIVERSITY,-117.7335,45.309416666666664
5189,KWAX,FM,216,EUGENE,OR,US,62413,N,44,0,3.4,W,123,6,49.3,UNIVERSITY OF OREGON,-123.11369444444443,44.00094444444444
5190,KWAX,FS,216,EUGENE,OR,US,62413,N,44,0,3.4,W,123,6,49.3,UNIVERSITY OF OREGON,-123.11369444444443,44.00094444444444
5191,KLXG,FM,216,GRANTS PASS,OR,US,1698,N,42,27,50.4,W,123,18,23.2,EDUCATIONAL MEDIA FOUNDATION,-123.30644444444444,42.464000000000006
5192,K216EB,FX,216,HOOD RIVER,OR,US,90504,N,45,42,5.6,W,121,32,9.7,EDUCATIONAL MEDIA FOUNDATION,-121.53602777777778,45.70155555555556
5193,K216FU,FX,216,ISLAND CITY,OR,US,92615,N,45,17,57.5,W,118,5,8.8,CSN INTERNATIONAL,-118.08577777777778,45.299305555555556
5194,KXRY,FM,216,PORTLAND,OR,US,66303,N,45,31,01,W,122,39,37,CASCADE EDUCATIONAL BROADCAST SERVICE,-122.66027777777778,45.51694444444444
5195,KVBE-LP,FL,216,PORTLAND,OR,US,196425,N,45,27,27.1,W,122,52,9.1,ASIAN PACIFIC AMERICAN NETWORK OF OREGON,-122.86919444444443,45.45752777777778
5196,KSQI-LP,FL,216,SALEM,OR,US,196446,N,44,59,41.8,W,123,9,17.0,OREGON PEACEWORKS,-123.15472222222223,44.99494444444444
5197,KTMK,FM,216,TILLAMOOK,OR,US,91082,N,45,27,58.4,W,123,55,15.5,OREGON PUBLIC BROADCASTING,-123.92097222222223,45.46622222222223
5198,K216BI,FX,216,"VALLEY FALLS, ETC.",OR,US,50602,N,42,23,27.5,W,120,22,7.8,OREGON PUBLIC BROADCASTING,-120.36883333333333,42.390972222222224
5199,WCOX,FM,216,BEDFORD,PA,US,91927,N,40,17,24,W,78,33,45.4,"FAMILY LIFE MINISTRIES, INC",-78.56261111111111,40.29
5200,WCOX,FM,216,BEDFORD,PA,US,91927,N,40,17,40.2,W,78,34,24.0,"FAMILY LIFE MINISTRIES, INC",-78.57333333333332,40.2945
5201,WHSK,FM,216,BLOOMSBURG,PA,US,5881,N,41,0,29.3,W,76,26,49.8,BLOOMSBURG UNIV. OF PENNSYLVANIA,-76.44716666666667,41.00813888888889
5202,WZBT,FM,216,GETTYSBURG,PA,US,24132,N,39,50,29.3,W,77,13,24.9,GETTYSBURG COLLEGE,-77.22358333333334,39.84147222222222
5203,WSAJ-FM,FM,216,GROVE CITY,PA,US,25463,N,41,14,48.2,W,79,54,0.2,GROVE CITY COLLEGE,-79.90005555555557,41.246722222222225
5204,WRTY,FM,216,JACKSON TOWNSHIP,PA,US,65178,N,41,2,40.3,W,75,22,43.6,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER ED,-75.37877777777777,41.04452777777777
5205,-,FM,216,LOCK HAVEN,PA,US,763648,N,41,11,57.3,W,77,25,49.9,"CENTRAL PENNSYLVANIA CHRISTIAN INSTITUTE, INC.",-77.43052777777778,41.19925
5206,WMSS,FM,216,MIDDLETOWN,PA,US,42004,N,40,12,44.3,W,76,44,45.9,MIDDLETOWN AREA SCHOOL DISTRICT,-76.74608333333333,40.21230555555556
5207,WRPV,FM,216,RIDGWAY,PA,US,176200,N,41,24,16.2,W,78,42,0.0,INVISIBLE ALLIES MINISTRIES,-78.7,41.4045
5208,WXEV,FM,216,BRADFORD,RI,US,176949,N,41,24,25.3,W,71,45,3.2,HORIZON CHRISTIAN FELLOWSHIP,-71.7508888888889,41.40702777777778
5209,WYFG,FM,216,GAFFNEY,SC,US,5132,N,35,6,54.4,W,81,46,35.4,"BIBLE BROADCASTING NETWORK, INC.",-81.7765,35.11511111111111
5210,WKER-FM,FM,216,MCCORMICK,SC,US,173439,N,33,44,32.4,W,82,31,16.4,"SAINT PAUL RADIO, INC.",-82.52122222222222,33.742333333333335
5211,WEBK,FM,216,SOCIETY HILL,SC,US,175269,N,34,32,13.5,W,79,54,28.2,"RICHBURG EDUCATIONAL BROADCASTERS, INC.",-79.90783333333334,34.53708333333333
5212,WEBK,FM,216,SOCIETY HILL,SC,US,175269,N,34,45,22.6,W,79,44,16.5,"RICHBURG EDUCATIONAL BROADCASTERS, INC.",-79.73791666666666,34.756277777777775
5213,W216BJ,FX,216,WANDO,SC,US,91735,N,32,54,22.6,W,79,55,14.3,"RADIO TRAINING NETWORK, INC.",-79.92063888888889,32.906277777777774
5214,KTSD-FM,FM,216,RELIANCE,SD,US,58326,N,43,57,54.9,W,99,35,57.3,SOUTH DAKOTA BOARD OF DIRECTORS FOR ED. TELECOMMUNICATIONS,-99.59925,43.965250000000005
5215,KAOR,FM,216,VERMILLION,SD,US,66605,N,42,47,0.9,W,96,55,27.1,THE UNIVERSITY OF SOUTH DAKOTA,-96.92419444444445,42.78358333333333
5216,WTSE,FM,216,BENTON,TN,US,93012,N,35,19,25.2,W,84,17,53.7,"RADIO BY GRACE, INC.",-84.29825,35.32366666666667
5217,WTSE,FM,216,BENTON,TN,US,93012,N,35,19,25.3,W,84,17,53.7,"RADIO BY GRACE, INC.",-84.29825,35.32369444444445
5218,-,FM,216,JELLICO,TN,US,768657,N,36,29,50.0,W,84,12,25.0,APPALACHIAN EDUCATIONAL COMMUNICATION CORPORATION,-84.20694444444445,36.49722222222222
5219,WKCS,FM,216,KNOXVILLE,TN,US,22901,N,35,59,37.3,W,83,55,21.7,FULTON HIGH SCHOOL,-83.92269444444445,35.99369444444444
5220,WKNO-FM,FM,216,MEMPHIS,TN,US,41887,N,35,9,14.3,W,89,49,19.3,MID-SOUTH PUBLIC COMMUNICATIONS FOUNDATION,-89.82202777777778,35.15397222222222
5221,WNXP,FM,216,NASHVILLE,TN,US,69816,N,36,8,27.2,W,86,51,56.0,NASHVILLE PUBLIC RADIO,-86.86555555555555,36.14088888888889
5222,WZTH,FM,216,TUSCULUM,TN,US,172987,N,36,5,53.4,W,82,56,36.5,SOLID FOUNDATION BROADCASTING CORPORATION,-82.94347222222223,36.09816666666667
5223,K216DN,FX,216,BONHAM,TX,US,86117,N,33,33,16.3,W,96,13,24.9,"FAMILY WORSHIP CENTER CHURCH, INC.",-96.22358333333334,33.55452777777778
5224,KWTS,FM,216,CANYON,TX,US,71654,N,34,59,22.2,W,101,54,46.7,WEST TEXAS A&M UNIVERSITY,-101.91297222222222,34.9895
5225,-,FM,216,CHILDRESS,TX,US,766486,N,34,23,18.2,W,100,10,59.8,GRACE COMMUNITY CHURCH OF AMARILLO,-100.18327777777779,34.38838888888889
5226,K216FD,FX,216,COLUMBUS,TX,US,94030,N,29,41,32.8,W,96,35,52.9,"FAMILY WORSHIP CENTER CHURCH, INC.",-96.59802777777777,29.692444444444444
5227,KQXE,FM,216,EASTLAND,TX,US,89692,N,32,28,38.0,W,98,48,35.2,CSSI NON-PROFIT EDUCATIONAL BROADCASTING CORPORATION,-98.80977777777777,32.477222222222224
5228,KQXE,FM,216,EASTLAND,TX,US,89692,N,32,28,38.0,W,98,48,35.0,CSSI NON-PROFIT EDUCATIONAL BROADCASTING CORPORATION,-98.80972222222222,32.477222222222224
5229,K216EI,FX,216,EL CAMPO,TX,US,91994,N,29,4,41.5,W,96,13,4.1,CENTRO CRISTIANO DE VIDA ETERNA,-96.21780555555556,29.078194444444446
5230,KVER,FM,216,EL PASO,TX,US,73745,N,31,47,33.4,W,106,28,50.0,"WORLD RADIO NETWORK, INC.",-106.48055555555555,31.792611111111114
5231,KZTX,FM,216,ENCINO,TX,US,174991,N,26,53,28.2,W,98,8,26.0,THE WORSHIP CENTER OF KINGSVILLE,-98.14055555555557,26.891166666666667
5232,KIVM,FM,216,FREDERICKSBURG,TX,US,171707,N,30,21,51.7,W,98,54,43.2,LA PROMESA FOUNDATION,-98.912,30.364361111111112
5233,KANJ,FM,216,GIDDINGS,TX,US,72440,N,30,9,56.8,W,96,52,15.9,"HOUSTON CHRISTIAN BROADCASTERS, INC.",-96.87108333333333,30.165777777777777
5234,-,FM,216,HALLETTSVILLE,TX,US,768201,N,29,29,31.8,W,96,40,1.9,-,-96.66719444444445,29.492166666666666
5235,-,FM,216,HALLETTSVILLE,TX,US,767312,N,29,30,23.4,W,96,55,42.6,-,-96.9285,29.5065
5236,K216FL,FX,216,HUNTSVILLE,TX,US,121879,N,30,42,13.7,W,95,28,32.8,"PENSACOLA CHRISTIAN COLLEGE, INC.",-95.47577777777778,30.703805555555554
5237,KHKV,FM,216,KERRVILLE,TX,US,83433,N,30,2,37.7,W,99,7,18.1,"HOUSTON CHRISTIAN BROADCASTERS, INC.",-99.12169444444444,30.043805555555558
5238,KTAI,FM,216,KINGSVILLE,TX,US,65304,N,27,31,25.1,W,97,52,42.9,"TEXAS A & M UNIVERSITY, KINGSVILLE",-97.87858333333332,27.52363888888889
5239,KVUJ,FM,216,LAKE JACKSON,TX,US,18555,N,29,0,40.9,W,95,18,34.8,HOPE MEDIA GROUP,-95.30966666666666,29.01136111111111
5240,KBWC,FM,216,MARSHALL,TX,US,72449,N,32,32,12.5,W,94,22,29.7,WILEY COLLEGE,-94.37491666666666,32.53680555555555
5241,KMRA,FM,216,MONAHANS,TX,US,175162,N,31,33,56.4,W,102,59,54.5,TEMPLO PIEDRA ANGULAR,-102.99847222222222,31.56566666666667
5242,KQOA,FM,216,MORTON,TX,US,171699,N,33,43,41.0,W,102,46,31.0,LA PROMESA FOUNDATION,-102.77527777777777,33.72805555555556
5243,KNLY,FM,216,NEW WAVERLY,TX,US,173796,N,30,32,40.7,W,95,17,41.8,NORTHWOOD HISPANIC COMMUNICATION CENTER,-95.29494444444444,30.54463888888889
5244,K216FC,FX,216,PALESTINE,TX,US,93982,N,31,43,55.6,W,95,37,25.8,"FAMILY WORSHIP CENTER CHURCH, INC.",-95.62383333333332,31.73211111111111
5245,KGWP,FM,216,PITTSBURG,TX,US,106449,N,32,57,49.9,W,94,55,10.7,"ANDRES SERRANOS MINISTRIES, INC.",-94.9196388888889,32.963861111111115
5246,K216GG,FX,216,PLAINVIEW,TX,US,147694,N,34,14,5.3,W,101,47,26.6,TOP O' TEXAS EDUCATIONAL BROADCASTING FOUNDATION,-101.79072222222221,34.23480555555555
5247,KSGR,FM,216,PORTLAND,TX,US,81512,N,27,59,50.0,W,97,14,47.0,"CALVARY CHAPEL OF THE COASTLANDS, INC.",-97.24638888888889,27.997222222222224
5248,KSGR,FM,216,PORTLAND,TX,US,81512,N,27,59,50.1,W,97,14,47.0,"CALVARY CHAPEL OF THE COASTLANDS, INC.",-97.24638888888889,27.99725
5249,KGWB,FM,216,SNYDER,TX,US,175017,N,32,40,46.3,W,100,54,52.4,SCURRY COUNTY JUNIOR COLLEGE DISTRICT,-100.91455555555557,32.67952777777778
5250,KGPF,FM,216,SULPHUR SPRINGS,TX,US,137411,N,33,8,41.4,W,95,35,54.8,TEMPLO DE DIOS INC 1,-95.59855555555555,33.14483333333333
5251,-,FM,216,UVALDE,TX,US,766265,N,29,13,2.2,W,99,57,0.2,TEXAS PUBLIC RADIO,-99.95005555555556,29.217277777777777
5252,KSUU,FM,216,CEDAR CITY,UT,US,61381,N,37,38,54.9,W,113,5,34.8,SOUTHERN UTAH UNIVERSITY,-113.09299999999999,37.648583333333335
5253,K216AD,FX,216,"RANDOLPH, ETC.",UT,US,69599,N,41,37,30.7,W,111,7,25.6,UTAH STATE UNIVERSITY OF AGRICULTURE AND APPLIED SCIENCE,-111.12377777777778,41.625194444444446
5254,K216AC,FX,216,"TROPIC, ETC.",UT,US,69305,N,37,45,20.9,W,111,52,29.6,UNIVERSITY OF UTAH,-111.87488888888888,37.755805555555554
5255,WTJU,FM,216,CHARLOTTESVILLE,VA,US,69145,N,37,58,55.5,W,78,29,2.0,THE RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,-78.48388888888888,37.982083333333335
5256,WOKD-FM,FM,216,DANVILLE,VA,US,82092,N,36,44,30.4,W,79,23,6.0,POSITIVE ALTENATIVE RADIO INC,-79.385,36.74177777777778
5257,W216BO,FX,216,HANSONVILLE,VA,US,92652,N,36,50,0.3,W,82,3,25.4,"APPALSHOP, INCORPORATED",-82.05705555555555,36.83341666666667
5258,WHCE,FM,216,HIGHLAND SPRINGS,VA,US,26916,N,37,32,18.5,W,77,19,25.9,HENRICO COUNTY SCHOOLS,-77.32386111111111,37.53847222222222
5259,WNSB,FM,216,NORFOLK,VA,US,49021,N,36,46,32.5,W,76,23,9.8,NORFOLK STATE UNIVERSITY BOARD OF VISITORS,-76.38605555555556,36.77569444444444
5260,WTRM,FM,216,WINCHESTER,VA,US,67125,N,39,11,2.3,W,78,23,14.0,"AMERICAN FAMILY ASSOCIATION, INC.",-78.38722222222223,39.183972222222216
5261,W216CB,FX,216,ASCUTNEY,VT,US,89943,N,43,26,15.0,W,72,27,6.0,"CHRISTIAN MINISTRIES, INC.",-72.45166666666667,43.4375
5262,W216CB,FX,216,ASCUTNEY,VT,US,89943,N,43,26,15.3,W,72,27,6.3,"CHRISTIAN MINISTRIES, INC.",-72.45175,43.43758333333333
5263,WVNK,FM,216,MANCHESTER,VT,US,175524,N,43,14,12.3,W,73,1,42.4,VERMONT PUBLIC CO.,-73.02844444444445,43.23675
5264,WRMC-FM,FM,216,MIDDLEBURY,VT,US,66275,N,44,0,25.2,W,73,10,38.4,THE PRESIDENT AND FELLOWS OF MIDDLEBURY COLLEGE,-73.17733333333334,44.007
5265,WGDR,FM,216,PLAINFIELD,VT,US,24438,N,44,17,4.2,W,72,26,26.3,CENTRAL VERMONT COMMUNITY RADIO CORPORATION,-72.4406388888889,44.2845
5266,K216GE,FX,216,FORKS,WA,US,138015,N,47,55,59.2,W,124,23,45.7,WASHINGTON STATE UNIVERSITY,-124.39602777777779,47.93311111111111
