,Callsign,Service,Channel,City,State,Country,Facility ID Number (unique to each station),N (North) or S (South) Latitude,Degrees Latitude,Minutes Latitude,Seconds Latitude,W (West) or (E) East Longitude,Degrees Longitude,Minutes Longitude,Seconds Longitude,Licensee or Permittee,long_decimal,lat_decimal
12387,W242DH,FX,242,CROSSVILLE,TN,US,148738,N,35,57,1.0,W,85,2,9.0,"PEG BROADCASTING, LLC",-85.03583333333333,35.95027777777778
12388,W242CF,FX,242,MEMPHIS,TN,US,146950,N,35,12,34.3,W,89,49,1.3,FLINN BROADCASTING CORPORATION,-89.81702777777777,35.20952777777778
12389,WCJK,FM,242,MURFREESBORO,TN,US,61053,N,36,15,50.2,W,86,47,39.0,"MIDWEST COMMUNICATIONS, INC.",-86.79416666666667,36.26394444444445
12390,W242AS,FX,242,PARIS,TN,US,145181,N,36,19,37.2,W,88,15,58.2,MADISONVILLE BAPTIST TEMPLE INC.,-88.26616666666666,36.327000000000005
12391,WJBZ-FM,FM,242,SEYMOUR,TN,US,59808,N,35,56,17.3,W,83,42,10.6,M & M BROADCASTING,-83.70294444444444,35.938138888888886
12392,K242DE,FX,242,AUSTIN,TX,US,201312,N,30,19,23.8,W,97,47,59.5,"TOWNSHIP MEDIA, LLC",-97.79986111111111,30.32327777777778
12393,KCOT,FM,242,COTULLA,TX,US,171010,N,28,25,58.6,W,99,14,2.1,FIRST FM COTULLA LLC,-99.23391666666667,28.432944444444445
12394,KTDR,FM,242,DEL RIO,TX,US,24793,N,29,25,16.0,W,100,55,17.0,MBM RADIO DEL RIO LLC,-100.9213888888889,29.421111111111113
12395,KTDR,FM,242,DEL RIO,TX,US,24793,N,29,32,25.8,W,101,7,22.4,MBM RADIO DEL RIO LLC,-101.12288888888888,29.5405
12396,KHEY-FM,FM,242,EL PASO,TX,US,69563,N,31,47,47.3,W,106,28,56.9,"IHM LICENSES, LLC",-106.48247222222223,31.796472222222224
12397,KHEY-FM,FS,242,EL PASO,TX,US,69563,N,31,47,47.4,W,106,28,57.0,"IHM LICENSES, LLC",-106.4825,31.7965
12398,KSCS,FM,242,FORT WORTH,TX,US,71201,N,32,34,54.0,W,96,58,33.0,RADIO LICENSE HOLDINGS LLC,-96.97583333333334,32.58166666666667
12399,KSCS,FS,242,FORT WORTH,TX,US,71201,N,32,34,54.0,W,96,58,33.0,RADIO LICENSE HOLDINGS LLC,-96.97583333333334,32.58166666666667
12400,KGID,FM,242,GIDDINGS,TX,US,190454,N,30,11,17.3,W,96,54,20.0,"TOWNSHIP MEDIA, LLC",-96.90555555555557,30.18813888888889
12401,KZXL,FM,242,HUDSON,TX,US,77846,N,31,20,5.7,W,94,40,10.7,"PENTAGON COMMUNICATIONS, LLC",-94.6696388888889,31.334916666666665
12402,KJHV-LP,FL,242,KILLEEN,TX,US,135336,N,31,7,24.6,W,97,41,31.0,FISH NET MEDIA INC.,-97.69194444444445,31.1235
12403,KTHE,FM,242,LLANO,TX,US,198631,N,30,58,50.4,W,98,41,13.7,"TOWNSHIP MEDIA, LLC",-98.6871388888889,30.980666666666664
12404,KLLL-FM,FM,242,LUBBOCK,TX,US,36954,N,33,31,4.3,W,101,51,24.6,ALPHA MEDIA LICENSEE LLC,-101.85683333333333,33.51786111111111
12405,KLLL-FM,FS,242,LUBBOCK,TX,US,36954,N,33,26,31.3,W,101,52,41.6,ALPHA MEDIA LICENSEE LLC,-101.87822222222222,33.442027777777774
12406,K242BC,FX,242,PARIS,TX,US,156958,N,33,38,7.4,W,95,33,14.8,"EAST TEXAS BROADCASTING, INC.",-95.55411111111111,33.63538888888889
12407,K242DG,FX,242,WICHITA FALLS,TX,US,201096,N,33,53,4.8,W,98,31,39.4,"TOWNSQUARE LICENSE, LLC",-98.52761111111111,33.88466666666667
12408,KGGB,FM,242,YORKTOWN,TX,US,164175,N,29,2,43.9,W,97,24,24.0,-,-97.40666666666667,29.045527777777778
12409,KXRK-FM1,FB,242,PARK CITY,UT,US,161761,N,40,51,17.8,W,111,28,49.7,"BROADWAY MEDIA LS, LLC",-111.48047222222222,40.85494444444445
12410,KXRK,FM,242,PROVO,UT,US,406,N,40,39,34.8,W,112,12,7.8,"BROADWAY MEDIA LS, LLC",-112.20216666666667,40.659666666666666
12411,KXRK,FS,242,PROVO,UT,US,406,N,40,39,35.0,W,112,12,7.5,"BROADWAY MEDIA LS, LLC",-112.20208333333333,40.65972222222222
12412,K242BJ,FX,242,"RURAL GARFIELD, ETC.",UT,US,23195,N,38,32,29.9,W,112,3,33.7,SANPETE COUNTY BROADCASTING COMPANY,-112.0593611111111,38.54163888888889
12413,K242BV,FX,242,ST. GEORGE,UT,US,158438,N,37,3,48.9,W,113,34,27.8,"CANYON MEDIA GROUP, LLC",-113.57438888888889,37.063583333333334
12414,K242BV,FX,242,ST. GEORGE,UT,US,158438,N,37,3,49.0,W,113,34,21.0,"CANYON MEDIA GROUP, LLC",-113.57249999999999,37.06361111111111
12415,W242CL,FX,242,CHARLOTTESVILLE,VA,US,18866,N,37,58,56.5,W,78,28,57.0,"POSITIVE ALTERNATIVE RADIO, INC.",-78.4825,37.98236111111111
12416,WROV-FM,FM,242,MARTINSVILLE,VA,US,37747,N,37,7,0.4,W,80,0,57.1,"IHM LICENSES, LLC",-80.01586111111111,37.11677777777778
12417,W242BK,FX,242,COLCHESTER,VT,US,140407,N,44,30,22.2,W,73,8,58.5,"VOX AM/FM, LLC",-73.14958333333334,44.506166666666665
12418,W242DF,FX,242,POULTNEY,VT,US,202352,N,43,30,16.7,W,73,12,36.7,LOUD MEDIA LLC,-73.21019444444445,43.50463888888889
12419,W242AG,FX,242,QUECHEE,VT,US,84028,N,43,39,15.3,W,72,21,30.3,"CHRISTIAN MINISTRIES, INC.",-72.35841666666666,43.65425
12420,KRCW,FM,242,ROYAL CITY,WA,US,49731,N,46,45,54.5,W,119,16,55.0,"BUSTOS MEDIA HOLDINGS, LLC",-119.28194444444445,46.76513888888889
12421,KRWW-LP,FL,242,WALLA WALLA,WA,US,197470,N,46,4,35.4,W,118,19,11.8,NUEVA CANCION,-118.31994444444445,46.0765
12422,KWEW-LP,FL,242,WENATCHEE,WA,US,135720,N,47,29,36.4,W,120,19,18.2,WENATCHEE YOUTH RADIO,-120.32172222222222,47.49344444444444
12423,WMAD,FM,242,CROSS PLAINS,WI,US,50055,N,43,12,44.0,W,89,35,59.4,"IHM LICENSES, LLC",-89.59983333333332,43.21222222222222
12424,WHYS-LP,FL,242,EAU CLAIRE,WI,US,131585,N,44,48,38.8,W,91,29,50.5,"NORTHERN THUNDER, INC.",-91.49736111111112,44.81077777777777
12425,WTSW-LP,FL,242,MANITOWOC,WI,US,132217,N,44,5,5.9,W,87,39,40.3,"CALVARY CHAPEL OF MANITOWOC, INC.",-87.66119444444445,44.08497222222223
12426,W242CZ,FX,242,MERRILL,WI,US,200648,N,45,10,45.0,W,89,38,20.0,SUNRISE BROADCASTING LLC.,-89.6388888888889,45.17916666666667
12427,WSFQ,FM,242,PESHTIGO,WI,US,30467,N,45,7,18.9,W,87,51,7.4,"RADIO PLUS BAY CITIES, LLC",-87.85205555555555,45.121916666666664
12428,WMAD,FS,242,SAUK CITY,WI,US,50055,N,43,12,44.0,W,89,35,59.4,"IHM LICENSES, LLC",-89.59983333333332,43.21222222222222
12429,WILW-LP,FL,242,WAUPACA,WI,US,193884,N,44,21,33.9,W,89,5,49.2,CITY OF WAUPACA,-89.097,44.35941666666667
12430,WPKM-LP,FL,242,PARKERSBURG,WV,US,193247,N,39,12,59.2,W,81,30,19.4,WEST VIRGINIA UNIVERSITY AT PARKERSBURG JOURNALISM DEPT.,-81.50538888888889,39.21644444444445
12431,WOTR,FM,242,WESTON,WV,US,1103,N,39,4,15.3,W,80,31,13.3,DELLA JANE WOOFTER,-80.52036111111111,39.07091666666667
12432,K242BU,FX,242,JACKSON,WY,US,65280,N,43,27,42.0,W,110,45,13.0,"JACKSON HOLE RADIO, LLC",-110.75361111111111,43.461666666666666
12433,K242BU,FX,242,JACKSON,WY,US,65280,N,43,27,41.7,W,110,45,12.7,"JACKSON HOLE RADIO, LLC",-110.75352777777778,43.46158333333334
12436,WMJJ,FM,243,BIRMINGHAM,AL,US,2111,N,33,26,38.4,W,86,52,47.0,"IHM LICENSES, LLC",-86.87972222222221,33.443999999999996
12437,WMJJ,FS,243,BIRMINGHAM,AL,US,2111,N,33,26,38.4,W,86,52,47.0,"IHM LICENSES, LLC",-86.87972222222221,33.443999999999996
12438,W243EP,FX,243,MADISON,AL,US,72701,N,34,44,1.3,W,86,43,44.0,"FRC OF ALABAMA, LLC",-86.72888888888889,34.733694444444446
12439,W243CY,FX,243,MOBILE,AL,US,146665,N,30,43,34.7,W,88,9,6.0,"DOT COM PLUS, LLC",-88.15166666666667,30.726305555555555
12440,W243CS,FX,243,MONTGOMERY,AL,US,150999,N,32,22,4.5,W,86,15,41.9,"TBE, LLC",-86.26163888888888,32.367916666666666
12441,KHTE-FM,FM,243,ENGLAND,AR,US,40746,N,34,29,10.3,W,92,9,27.5,"BRADFORD MEDIA GROUP, LLC",-92.1576388888889,34.48619444444444
12442,KHTE-FM,FS,243,ENGLAND,AR,US,40746,N,34,44,38.3,W,92,16,32.5,"BRADFORD MEDIA GROUP, LLC",-92.27569444444444,34.743972222222226
12443,KQIX-LP,FL,243,PERRYVILLE,AR,US,135062,N,35,2,6.3,W,92,47,32.6,ST. FRANCIS CHAPEL,-92.7923888888889,35.03508333333333
12444,K243CR,FX,243,POCAHONTAS,AR,US,200188,N,36,16,38.2,W,90,57,16.4,"COMBINED MEDIA GROUP, INC.",-90.95455555555556,36.277277777777776
12445,KDUA-LP,FL,243,ROGERS,AR,US,134998,N,36,19,49.2,W,94,8,6.7,ST. ANTHONY OF PADUA EDUCATIONAL ASSOCIATION,-94.13519444444445,36.330333333333336
12446,KIKO-FM,FM,243,CLAYPOOL,AZ,US,11894,N,33,17,20.2,W,110,49,47.3,"1TV.COM, INC.",-110.82980555555555,33.28894444444444
12447,KDAP-FM,FM,243,DOUGLAS,AZ,US,33761,N,31,21,18.3,W,109,33,8.2,"DONNA HENDERSON, PERSONAL REPRESENTATIVE",-109.55227777777777,31.355083333333337
12448,KDAP-FM,FM,243,DOUGLAS,AZ,US,33761,N,31,21,18.3,W,109,33,8.2,"DONNA HENDERSON, PERSONAL REPRESENTATIVE",-109.55227777777777,31.355083333333337
12449,K243BN,FX,243,LAVEEN,AZ,US,92373,N,33,35,39.2,W,112,5,10.5,"MOUNTAIN COMMUNITY TRANSLATORS, LLC",-112.08624999999999,33.59422222222222
12450,K243BN,FX,243,LAVEEN,AZ,US,92373,N,33,35,39.2,W,112,5,10.5,"MOUNTAIN COMMUNITY TRANSLATORS, LLC",-112.08624999999999,33.59422222222222
12451,KBUX,FM,243,QUARTZSITE,AZ,US,7694,N,33,41,2.1,W,114,14,0.8,-,-114.23355555555555,33.68391666666666
12452,K243CC,FX,243,TUCSON,AZ,US,141435,N,32,14,56.2,W,111,7,1.1,EDUCATIONAL MEDIA FOUNDATION,-111.11697222222222,32.24894444444445
12453,KPSL-FM,FM,243,BAKERSFIELD,CA,US,28847,N,35,29,7.8,W,118,53,22.3,LOTUS BAKERSFIELD CORP.,-118.88952777777779,35.4855
12454,K243BQ,FX,243,BIG BEAR CITY,CA,US,142098,N,34,14,9.0,W,116,50,7.1,"ADVANCE MINISTRIES, INC. D/B/A NEW LIFE CHRISTIAN SCHOOL",-116.83530555555555,34.23583333333333
12455,K243BT,FX,243,CLEARLAKE,CA,US,68734,N,39,2,55.6,W,122,46,5.9,"BICOASTAL MEDIA LICENSES, LLC",-122.76830555555556,39.04877777777778
12456,K243BC,FX,243,CONWAY SUMMIT,CA,US,141186,N,38,5,29.7,W,119,10,32.5,TOM AND PENNY JOHNSON,-119.17569444444445,38.09158333333333
12457,K243BS,FX,243,FORT BRAGG,CA,US,149104,N,39,26,34.6,W,123,44,2.0,RADIO MILLENNIUM LLC,-123.73388888888888,39.44294444444444
12458,K243CH,FX,243,JACKSON,CA,US,76978,N,38,24,10.6,W,120,39,19.7,"MOTHER LODE BROADCASTING, INC.",-120.65547222222223,38.402944444444444
12459,K243AK,FX,243,MAMMOTH LAKES,CA,US,90491,N,37,42,44.7,W,118,39,30.4,TOM AND PENNY JOHNSON,-118.65844444444446,37.71241666666667
12460,KOIT-FM3,FB,243,"MARTINEZ, ETC.",CA,US,6374,N,37,55,56.7,W,122,7,24.8,BONNEVILLE INTERNATIONAL CORPORATION,-122.12355555555555,37.93241666666666
12461,K243CT,FX,243,REDDING,CA,US,203013,N,40,39,14.5,W,122,31,16.0,FREE FIRE MEDIA INC.,-122.52111111111111,40.65402777777778
12462,KUBU-LP,FL,243,SACRAMENTO,CA,US,192473,N,38,34,26.1,W,121,28,49.0,SACRAMENTO COMMUNITY CABLE FOUNDATION,-121.48027777777779,38.57391666666667
12463,KYXY,FM,243,SAN DIEGO,CA,US,51671,N,32,50,20.2,W,117,14,59.1,"AUDACY LICENSE, LLC",-117.24975,32.838944444444444
12464,KYXY,FS,243,SAN DIEGO,CA,US,51671,N,32,41,47.2,W,116,56,12.1,"AUDACY LICENSE, LLC",-116.93669444444444,32.69644444444444
12465,KOIT,FM,243,SAN FRANCISCO,CA,US,6380,N,37,45,18.7,W,122,27,9.9,BONNEVILLE INTERNATIONAL CORPORATION,-122.45275000000001,37.75519444444444
12466,KOIT-FM8,FB,243,SAN FRANCISCO,CA,US,762827,N,38,1,16.5,W,121,59,16.1,BONNEVILLE INTERNATIONAL CORPORATION,-121.98780555555555,38.02125
12467,KOIT-FM4,FB,243,SAN FRANCISCO,CA,US,762699,N,37,52,56.5,W,122,13,15.1,BONNEVILLE INTERNATIONAL CORPORATION,-122.22086111111112,37.88236111111111
12468,KOIT-FM7,FB,243,SAN FRANCISCO,CA,US,762826,N,37,53,52.7,W,122,03,54.8,BONNEVILLE INTERNATIONAL CORPORATION,-122.06522222222222,37.89797222222222
12469,KOIT-FM6,FB,243,SAN FRANCISCO,CA,US,762825,N,37,44,20.0,W,121,59,42.5,BONNEVILLE INTERNATIONAL CORPORATION,-121.99513888888889,37.73888888888889
12470,KOIT-FM5,FB,243,SAN FRANCISCO,CA,US,762824,N,37,48,56.7,W,122,03,44.8,BONNEVILLE INTERNATIONAL CORPORATION,-122.06244444444444,37.815749999999994
12471,KOIT,FS,243,SAN FRANCISCO,CA,US,6380,N,37,45,19.0,W,122,27,10.0,BONNEVILLE INTERNATIONAL CORPORATION,-122.45277777777778,37.75527777777778
12472,KOIT,FS,243,SAN FRANCISCO,CA,US,6380,N,37,45,18.7,W,122,27,9.9,BONNEVILLE INTERNATIONAL CORPORATION,-122.45275000000001,37.75519444444444
12473,K243CL,FX,243,SAN LUIS OBISPO,CA,US,138838,N,35,21,39.9,W,120,39,24.6,"AGM CALIFORNIA, INC.",-120.65683333333334,35.36108333333333
12474,KZAA-LP,FL,243,SANTA BARBARA,CA,US,196434,N,34,25,17.1,W,119,41,10.2,LA CASA DE LA RAZA,-119.68616666666667,34.421416666666666
12475,KLCA,FM,243,TAHOE CITY,CA,US,41884,N,39,18,37.6,W,119,53,4.6,"RENO MEDIA GROUP, L.P.",-119.88461111111111,39.31044444444444
12476,KLCA,FS,243,TAHOE CITY,CA,US,41884,N,39,22,4.0,W,119,47,11.0,"RENO MEDIA GROUP, L.P.",-119.7863888888889,39.367777777777775
12477,KFLS-FM,FM,243,TULELAKE,CA,US,74252,N,42,5,49.5,W,121,38,2.9,WYNNE ENTERPRISES LLC,-121.6341388888889,42.09708333333334
12478,K243CF,FX,243,YUBA CITY,CA,US,140937,N,39,12,20.7,W,121,49,13.6,"PUNJABI AMERICAN MEDIA, LLC",-121.82044444444445,39.20575
12479,KXPK-FM1,FB,243,BOULDER,CO,US,20302,N,39,57,37.9,W,105,12,45.9,"ENTRAVISION HOLDINGS, LLC",-105.21275,39.96052777777778
12480,K243AM,FX,243,COLORADO SPRINGS,CO,US,139085,N,38,48,36.9,W,104,52,55.9,EDUCATIONAL MEDIA FOUNDATION,-104.88219444444444,38.810249999999996
12481,KSLV-FM,FM,243,DEL NORTE,CO,US,164123,N,37,43,47.0,W,106,35,20.1,"BUFFALO BROADCASTING OF COLORADO, LLC",-106.58891666666666,37.72972222222222
12482,K243AP,FX,243,DOLORES,CO,US,757,N,37,21,4.9,W,108,31,8.3,MT COMMUNICATIONS LLC,-108.51897222222222,37.35136111111111
12483,KXPK,FM,243,EVERGREEN,CO,US,20300,N,39,40,32.9,W,105,29,8.9,"ENTRAVISION HOLDINGS, LLC",-105.48580555555556,39.675805555555556
12484,K243CP,FX,243,GRAND JUNCTION,CO,US,201084,N,39,3,56.2,W,108,44,54.3,"TOWNSQUARE MEDIA GRAND JUNCTION LICENSE, LLC",-108.74841666666667,39.06561111111111
12485,KJBL,FM,243,JULESBURG,CO,US,84864,N,40,59,17.9,W,102,15,45.6,"ARMADA MEDIA - MCCOOK, INC.",-102.26266666666666,40.988305555555556
12486,KJBL,FS,243,JULESBURG,CO,US,84864,N,40,59,12,W,102,15,46,"ARMADA MEDIA - MCCOOK, INC.",-102.26277777777777,40.986666666666665
12487,K243CN,FX,243,MONTROSE,CO,US,76233,N,38,31,0,W,107,51,10.2,"PROFESSIONAL ANTENNA, TOWER AND TRANSLATOR SERVICE (PATTS)",-107.85283333333332,38.516666666666666
12488,K243CI,FX,243,PUEBLO,CO,US,148145,N,38,15,57.0,W,104,40,45.9,"CATHOLIC RADIO NETWORK, INC.",-104.67941666666667,38.26583333333333
12489,WTIC-FM,FM,243,HARTFORD,CT,US,66465,N,41,46,27.4,W,72,48,18.4,"AUDACY LICENSE, LLC",-72.8051111111111,41.774277777777776
12490,WTIC-FM,FS,243,HARTFORD,CT,US,66465,N,41,46,27.3,W,72,48,18.3,"AUDACY LICENSE, LLC",-72.80508333333333,41.77425
12491,WTIC-FM,FS,243,HARTFORD,CT,US,66465,N,41,42,13.4,W,72,49,55.4,"AUDACY LICENSE, LLC",-72.83205555555556,41.703722222222225
12492,WTIC-FM,FS,243,HARTFORD,CT,US,66465,N,41,46,27.0,W,72,48,17.9,"AUDACY LICENSE, LLC",-72.80497222222222,41.774166666666666
12493,WJTK,FM,243,COLUMBIA CITY,FL,US,165943,N,30,7,20.2,W,82,45,20.4,"DOCKINS BROADCAST GROUP, LLC",-82.75566666666667,30.12227777777778
12494,WZNS,FM,243,FORT WALTON BEACH,FL,US,32834,N,30,24,51,W,86,37,40,CUMULUS LICENSING LLC,-86.62777777777777,30.414166666666667
12495,W243DO,FX,243,JACKSONVILLE,FL,US,151402,N,30,21,52.9,W,81,44,53.4,"AVM BROADCASTING, LLC",-81.74816666666666,30.364694444444446
12496,WIMR-LP,FL,243,MCINTOSH,FL,US,133396,N,29,26,57.8,W,82,13,35.3,MICANOPY COMMUNITY RADIO ASSOCIATION,-82.22647222222223,29.44938888888889
12497,WPOW,FM,243,MIAMI,FL,US,73893,N,25,58,3.3,W,80,12,33.2,"AUDACY LICENSE, LLC",-80.20922222222222,25.96758333333333
12498,WPOW,FS,243,MIAMI,FL,US,73893,N,25,58,3.3,W,80,12,33.2,"AUDACY LICENSE, LLC",-80.20922222222222,25.96758333333333
12499,WPOW,FS,243,MIAMI,FL,US,73893,N,25,58,8.3,W,80,13,19.2,"AUDACY LICENSE, LLC",-80.22200000000001,25.96897222222222
12500,WOEX,FM,243,ORLANDO,FL,US,23443,N,28,34,8.0,W,81,3,15.2,"COX RADIO, LLC",-81.05422222222222,28.56888888888889
12501,WOEX,FS,243,ORLANDO,FL,US,23443,N,28,34,8.0,W,81,3,15.2,"COX RADIO, LLC",-81.05422222222222,28.56888888888889
12502,WSLR-LP,FL,243,SARASOTA,FL,US,132828,N,27,19,27,W,82,29,45,"WSLR, INC.",-82.49583333333334,27.324166666666667
12503,W243AW,FX,243,ST. AUGUSTINE,FL,US,146784,N,29,51,1.9,W,81,19,48.3,"GOOD TIDINGS TRUST, INC.",-81.33008333333333,29.850527777777778
12504,W243AW,FX,243,ST. AUGUSTINE,FL,US,146784,N,29,51,1.9,W,81,19,48.3,"GOOD TIDINGS TRUST, INC.",-81.33008333333333,29.850527777777778
12505,W243BM,FX,243,SUNCOAST ESTATES,FL,US,146788,N,26,39,13.0,W,81,55,20.0,"BEASLEY MEDIA GROUP LICENSES, LLC",-81.92222222222223,26.65361111111111
12506,W243EG,FX,243,TALLAHASSEE,FL,US,200511,N,30,29,33.1,W,84,17,12.7,"IHM LICENSES, LLC",-84.28686111111111,30.492527777777777
12507,W243EE,FX,243,ATLANTA,GA,US,201628,N,33,48,26.4,W,84,20,21.7,"DAVIS BROADCASTING OF ATLANTA, L.L.C.",-84.3393611111111,33.80733333333333
12508,WIHB-FM,FM,243,GRAY,GA,US,29128,N,32,58,31.5,W,83,47,58.7,"IHM LICENSES, LLC",-83.7996388888889,32.97541666666667
12509,W243DQ,FX,243,MARIETTA,GA,US,20726,N,33,58,41.0,W,84,33,25.0,"PRIETO BROADCASTING, INC.",-84.55694444444444,33.97805555555556
12510,W243DQ,FX,243,MARIETTA,GA,US,20726,N,33,58,57.1,W,84,33,55.4,"PRIETO BROADCASTING, INC.",-84.56538888888889,33.98252777777778
12511,WJCL-FM,FM,243,SAVANNAH,GA,US,37178,N,32,3,29.7,W,81,20,18.4,CUMULUS LICENSING LLC,-81.33844444444443,32.058249999999994
12512,WJCL-FM,FS,243,SAVANNAH,GA,US,37178,N,32,3,33.8,W,81,0,56.4,CUMULUS LICENSING LLC,-81.01566666666666,32.05938888888888
12513,W243CE,FX,243,WINDER,GA,US,146804,N,34,7,32.4,W,83,51,31.6,"DAVIS BROADCASTING OF ATLANTA, LLC",-83.85877777777777,34.12566666666667
12516,KSOM,FM,243,AUDUBON,IA,US,63296,N,41,26,6.9,W,94,50,0.9,"MEREDITH COMMUNICATIONS, L.C.",-94.83358333333332,41.435249999999996
12517,K243CO,FX,243,BOONE,IA,US,151911,N,41,48,1.0,W,93,36,28.0,"LATIN WORLD BROADCASTING, INC.",-93.60777777777777,41.80027777777777
12518,KKSY-FM,FM,243,CEDAR RAPIDS,IA,US,73594,N,42,1,40.0,W,91,38,25.6,"IHM LICENSES, LLC",-91.64044444444446,42.02777777777778
12519,K243BM,FX,243,BOISE,ID,US,121992,N,43,45,17.4,W,116,5,54.6,ILIAD MEDIA GROUP HOLDINGS INC.,-116.0985,43.75483333333333
12520,KOZE-FM,FM,243,LEWISTON,ID,US,137,N,46,27,47.5,W,117,0,4.5,"MCVEY ENTERTAINMENT GROUP, LLC",-117.00125,46.46319444444445
12521,K243CJ,FX,243,POCATELLO,ID,US,153928,N,42,51,45.7,W,112,31,5.9,IDAHO WIRELESS CORPORATION,-112.51830555555556,42.86269444444444
12522,KLIX-FM,FM,243,TWIN FALLS,ID,US,3407,N,42,33,4.7,W,114,31,2.1,"TOWNSQUARE LICENSE, LLC",-114.51725,42.55130555555555
12523,WKIB,FM,243,ANNA,IL,US,68793,N,37,21,44.2,W,89,31,19.3,"WKIB, LLC",-89.52202777777778,37.36227777777778
12524,W243DF,FX,243,DECATUR,IL,US,144105,N,39,48,35.0,W,88,59,31.0,"ST. MARY'S HOSPITAL, DECATUR",-88.99194444444444,39.80972222222222
12525,WHPI,FM,243,FARMINGTON,IL,US,76410,N,40,40,10.1,W,89,53,31.4,"ADVANCED MEDIA PARTNERS, LLC",-89.89205555555556,40.66947222222222
12526,WLWF,FM,243,MARSEILLES,IL,US,3958,N,41,18,33.1,W,88,48,45.3,"STARVED ROCK MEDIA, INC.",-88.81258333333334,41.309194444444444
12527,W243AM,FX,243,MATTOON,IL,US,146845,N,39,31,40.1,W,88,21,23.2,"THE CROMWELL GROUP, INC. OF ILLINOIS",-88.35644444444443,39.52780555555555
12528,W243AV,FX,243,MOUNT VERNON,IL,US,146841,N,38,22,15.2,W,88,55,20.2,"WITHERS BROADCASTING COMPANY OF ILLINOIS, LLC",-88.92227777777778,38.37088888888889
12529,W243DN,FX,243,TAYLORVILLE,IL,US,147839,N,39,27,8.2,W,89,17,10.3,"KASKASKIA BROADCASTING, INC.",-89.28619444444445,39.45227777777778
12530,WAZY-FM,FM,243,LAFAYETTE,IN,US,68970,N,40,23,2.1,W,87,7,55.0,CTI LICENSE LLC,-87.13194444444444,40.383916666666664
12531,WGZB-FM,FM,243,LANESVILLE,IN,US,53202,N,38,10,25.0,W,85,54,50.0,ALPHA MEDIA LICENSEE LLC DEBTOR IN POSSESSION,-85.91388888888889,38.17361111111111
12532,WGZB-FM,FS,243,LANESVILLE,IN,US,53202,N,38,10,25.0,W,85,54,50.0,ALPHA MEDIA LICENSEE LLC DEBTOR IN POSSESSION,-85.91388888888889,38.17361111111111
12533,W243AJ,FX,243,MISHAWAKA,IN,US,78392,N,41,41,53.2,W,86,9,25.0,"PROGRESSIVE BROADCASTING SYSTEM, INC.",-86.15694444444445,41.69811111111111
12534,W243CL,FX,243,SHELBYVILLE,IN,US,142111,N,39,33,29.2,W,85,46,12.9,"3 TOWERS BROADCASTING COMPANY, LLC",-85.77025,39.55811111111111
12535,K243BD,FX,243,SALINA,KS,US,142242,N,38,47,22.0,W,97,38,22.1,"GREAT PLAINS CHRISTIAN RADIO, INC.",-97.63947222222222,38.78944444444444
12536,W243CU,FX,243,HENDERSON,KY,US,90883,N,37,53,17.2,W,87,32,37.0,"HENSON MEDIA OF HENDERSON COUNTY, LLC",-87.5436111111111,37.88811111111111
12537,W243CH,FX,243,HOPKINSVILLE,KY,US,21839,N,36,51,38.2,W,87,28,36.0,"HAM BROADCASTING COMPANY, INC.",-87.47666666666667,36.86061111111111
12538,W243DG,FX,243,WINCHESTER,KY,US,143040,N,38,2,6.0,W,84,27,2.0,AMERICAN FAMILY ASSOCIATION,-84.45055555555555,38.035
12539,WTGG,FM,243,AMITE,LA,US,41571,N,30,37,24.7,W,90,24,19.3,"NORTH SHORE BROADCASTING CO., INC.",-90.40536111111112,30.623527777777777
12540,KAJD-LP,FL,243,BATON ROUGE,LA,US,196871,N,30,25,33.6,W,91,3,53.3,"CITY OF JOY, INC.",-91.06480555555555,30.426000000000002
12541,KPEL-FM,FM,243,BREAUX BRIDGE,LA,US,59288,N,30,6,11.9,W,91,59,32.3,"TOWNSQUARE MEDIA OF LAFAYETTE, LLC",-91.99230555555556,30.103305555555558
12542,KPEL-FM,FS,243,BREAUX BRIDGE,LA,US,59288,N,30,6,11.9,W,91,59,32.3,"TOWNSQUARE MEDIA OF LAFAYETTE, LLC",-91.99230555555556,30.103305555555558
12543,W243EQ,FX,243,LAKE CHARLES,LA,US,147252,N,30,13,16.4,W,93,18,40.9,"CCS RADIO, INC.",-93.31136111111111,30.22122222222222
